Code_Run_Date,Bioreactor,Day,Date,IGG--STATE_SP,CUMULATIVE_NORMALIZED_FEED--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,LACTATE--STATE_DATA,OSMO--STATE_DATA,PCO2_AT_TEMP--STATE_DATA,CUMULATIVE_NORMALIZED_FEED--INPUT_DATA,TEMPERATURE--INPUT_DATA,PH_SETPOINT--INPUT_DATA,DO--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,LACTATE--STATE_PRED,OSMO--STATE_PRED,PCO2_AT_TEMP--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,LACTATE--STATE_EST,OSMO--STATE_EST,PCO2_AT_TEMP--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,LACTATE--STATE_MOD,OSMO--STATE_MOD,PCO2_AT_TEMP--STATE_MOD
,15,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,16,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,17,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,18,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,19,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,20,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,21,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,22,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,23,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,24,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,1,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,2,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,3,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,4,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,5,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,6,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,7,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,8,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,9,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,10,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,11,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,12,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,13,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,14,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,15,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,16,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,17,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,18,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,19,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,20,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,21,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,22,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,23,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,24,4,,2119.61,0.0295,,,,,,,0.0295,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,1,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,2,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,3,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,4,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,5,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,6,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,7,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,8,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,9,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,10,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,11,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,12,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,13,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,14,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,15,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,16,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,17,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,18,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,19,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,20,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,21,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,22,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,23,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,24,5,,2716.05,0.0375,,,,,,,0.0375,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,1,6,,3307.9,0.051,,,,,,,0.051,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,2,6,,3307.9,0.051,,,,,,,0.051,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,3,6,,3307.9,0.051,,,,,,,0.051,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,4,6,,3307.9,0.051,,,,,,,0.051,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,5,6,,3307.9,0.051,,,,,,,0.051,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,6,6,,3307.9,0.051,,,,,,,0.051,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,7,6,,3307.9,0.051,,,,,,,0.051,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,8,6,,3307.9,0.051,,,,,,,0.051,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,9,6,,3307.9,0.051,,,,,,,0.051,34,7.2,0.5,,,,,,,,,,,,,,,,,,
